origin_port,origin_name,destination_port,destination_name,carrier,vessel_name,departure_date,scheduled_arrival,actual_arrival,scheduled_days,actual_days,delay_days,year,month,on_time,id
TWTXG,Taichung,USOAK,Oakland,COSCO Shipping,ONE Fortune,2024-05-02,2024-05-16,2024-05-16,14,14,0,2024,5,True,2428
TWTXG,Taichung,USLGB,Long Beach,Yang Ming,COSCO Star,2024-05-03,2024-05-17,2024-05-17,14,14.6,0.6,2024,5,True,2429
TWTXG,Taichung,USLAX,Los Angeles,HMM,Maersk Pearl,2024-04-30,2024-05-14,2024-05-14,14,14,0,2024,4,True,2430
TWKHH,Kaohsiung,USSEA,Seattle,ONE (Ocean Network Express),MSC Leader,2024-05-02,2024-05-14,2024-05-14,12,12.0,0.0,2024,5,True,2431
TWTXG,Taichung,USLGB,Long Beach,Yang Ming,Wan Hai Diamond,2024-05-02,2024-05-16,2024-05-16,14,14,0,2024,5,True,2432
TWTXG,Taichung,USLAX,Los Angeles,ONE (Ocean Network Express),MSC Pearl,2024-04-27,2024-05-11,2024-05-11,14,14,0,2024,4,True,2433
TWTPE,Taipei (Keelung),USLGB,Long Beach,Yang Ming,Wan Hai Fortune,2024-05-03,2024-05-18,2024-05-18,15,15,0,2024,5,True,2434
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,Ever Progress,2024-05-03,2024-05-15,2024-05-15,12,12,0,2024,5,True,2435
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,Ever Progress,2024-04-30,2024-05-14,2024-05-14,14,14,0,2024,4,True,2436
TWKHH,Kaohsiung,USLGB,Long Beach,Evergreen Marine,Maersk Ace,2024-04-27,2024-05-11,2024-05-11,14,14,0,2024,4,True,2437
TWKHH,Kaohsiung,USSEA,Seattle,ONE (Ocean Network Express),Yang Ming Success,2024-04-28,2024-05-10,2024-05-10,12,12.2,0.2,2024,4,True,2438
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,MSC Pearl,2024-05-01,2024-05-13,2024-05-13,12,12,0,2024,5,True,2439
TWTPE,Taipei (Keelung),USOAK,Oakland,MSC,ONE Fortune,2024-05-03,2024-05-17,2024-05-17,14,14,0,2024,5,True,2440
TWTPE,Taipei (Keelung),USLAX,Los Angeles,ONE (Ocean Network Express),ONE Star,2024-05-05,2024-05-20,2024-05-21,15,16.7,1.7,2024,5,False,2441
TWTPE,Taipei (Keelung),USLGB,Long Beach,MSC,ONE Star,2024-05-04,2024-05-19,2024-05-20,15,16.0,1.0,2024,5,False,2442
TWTXG,Taichung,USSEA,Seattle,COSCO Shipping,Maersk Excellence,2024-05-07,2024-05-21,2024-05-21,14,14,0,2024,5,True,2443
TWTPE,Taipei (Keelung),USSEA,Seattle,Wan Hai Lines,Yang Ming Triumph,2024-05-07,2024-05-21,2024-05-21,14,14.2,0.2,2024,5,True,2444
TWKHH,Kaohsiung,USSEA,Seattle,ONE (Ocean Network Express),COSCO Crown,2024-05-04,2024-05-16,2024-05-16,12,12,0,2024,5,True,2445
TWTPE,Taipei (Keelung),USSEA,Seattle,Yang Ming,Yang Ming Excellence,2024-05-06,2024-05-20,2024-05-20,14,14,0,2024,5,True,2446
TWTXG,Taichung,USOAK,Oakland,HMM,ONE Diamond,2024-05-08,2024-05-22,2024-05-22,14,14,0,2024,5,True,2447
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,Wan Hai Triumph,2024-05-05,2024-05-19,2024-05-19,14,14,0,2024,5,True,2448
TWTXG,Taichung,USSEA,Seattle,Wan Hai Lines,COSCO Unity,2024-05-05,2024-05-19,2024-05-19,14,14,0,2024,5,True,2449
TWTXG,Taichung,USLGB,Long Beach,ONE (Ocean Network Express),COSCO Pioneer,2024-05-04,2024-05-18,2024-05-18,14,14,0,2024,5,True,2450
TWKHH,Kaohsiung,USSEA,Seattle,ONE (Ocean Network Express),Yang Ming Champion,2024-05-08,2024-05-20,2024-05-20,12,12,0,2024,5,True,2451
TWTPE,Taipei (Keelung),USSEA,Seattle,Wan Hai Lines,Maersk Diamond,2024-05-08,2024-05-22,2024-05-22,14,14,0,2024,5,True,2452
TWTXG,Taichung,USLGB,Long Beach,MSC,ONE Success,2024-05-05,2024-05-19,2024-05-19,14,14,0,2024,5,True,2453
TWTXG,Taichung,USSEA,Seattle,ONE (Ocean Network Express),Maersk Success,2024-05-10,2024-05-24,2024-05-24,14,14,0,2024,5,True,2454
TWTPE,Taipei (Keelung),USSEA,Seattle,Wan Hai Lines,Wan Hai Diamond,2024-05-07,2024-05-21,2024-05-21,14,14.2,0.2,2024,5,True,2455
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Yang Ming,Yang Ming Leader,2024-05-06,2024-05-21,2024-05-22,15,16.2,1.2,2024,5,False,2456
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,Maersk Pearl,2024-05-04,2024-05-18,2024-05-18,14,14,0,2024,5,True,2457
TWKHH,Kaohsiung,USLAX,Los Angeles,COSCO Shipping,Maersk Success,2024-05-06,2024-05-20,2024-05-20,14,14,0,2024,5,True,2458
TWTXG,Taichung,USLGB,Long Beach,Yang Ming,Yang Ming Triumph,2024-05-10,2024-05-24,2024-05-24,14,14,0,2024,5,True,2459
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Evergreen Marine,Ever Leader,2024-05-04,2024-05-19,2024-05-19,15,15,0,2024,5,True,2460
TWKHH,Kaohsiung,USLGB,Long Beach,MSC,ONE Pioneer,2024-05-14,2024-05-28,2024-05-28,14,14,0,2024,5,True,2461
TWKHH,Kaohsiung,USLAX,Los Angeles,HMM,COSCO Progress,2024-05-11,2024-05-25,2024-05-25,14,14.2,0.2,2024,5,True,2462
TWKHH,Kaohsiung,USLGB,Long Beach,HMM,Wan Hai Fortune,2024-05-11,2024-05-25,2024-05-25,14,14,0,2024,5,True,2463
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,Ever Triumph,2024-05-11,2024-05-23,2024-05-23,12,12,0,2024,5,True,2464
TWTXG,Taichung,USOAK,Oakland,Yang Ming,Maersk Champion,2024-05-17,2024-05-31,2024-05-31,14,14.3,0.3,2024,5,True,2465
TWTXG,Taichung,USSEA,Seattle,COSCO Shipping,COSCO Fortune,2024-05-12,2024-05-26,2024-05-26,14,14.4,0.4,2024,5,True,2466
TWKHH,Kaohsiung,USOAK,Oakland,Wan Hai Lines,ONE Leader,2024-05-16,2024-05-29,2024-05-29,13,13,0,2024,5,True,2467
TWTPE,Taipei (Keelung),USOAK,Oakland,HMM,Wan Hai Success,2024-05-17,2024-05-31,2024-05-31,14,14,0,2024,5,True,2468
TWTXG,Taichung,USLAX,Los Angeles,Maersk Line,COSCO Pioneer,2024-05-17,2024-05-31,2024-05-31,14,14.2,0.2,2024,5,True,2469
TWKHH,Kaohsiung,USSEA,Seattle,ONE (Ocean Network Express),ONE Triumph,2024-05-16,2024-05-28,2024-05-28,12,12,0,2024,5,True,2470
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,MSC Pearl,2024-05-11,2024-05-24,2024-05-24,13,13.6,0.6,2024,5,True,2471
TWTPE,Taipei (Keelung),USSEA,Seattle,Yang Ming,ONE Crown,2024-05-13,2024-05-27,2024-05-30,14,17.4,3.4,2024,5,False,2472
TWTXG,Taichung,USLAX,Los Angeles,HMM,MSC Fortune,2024-05-17,2024-05-31,2024-05-31,14,14,0,2024,5,True,2473
TWTXG,Taichung,USOAK,Oakland,HMM,MSC Champion,2024-05-11,2024-05-25,2024-05-25,14,14,0,2024,5,True,2474
TWTXG,Taichung,USLGB,Long Beach,MSC,Ever Leader,2024-05-17,2024-05-31,2024-05-31,14,14,0,2024,5,True,2475
TWTPE,Taipei (Keelung),USSEA,Seattle,Maersk Line,Ever Unity,2024-05-12,2024-05-26,2024-05-26,14,14.2,0.2,2024,5,True,2476
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,Wan Hai Excellence,2024-05-15,2024-05-28,2024-05-28,13,13,0,2024,5,True,2477
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,Wan Hai Diamond,2024-05-16,2024-05-30,2024-05-31,14,15.1,1.1,2024,5,False,2478
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),MSC Excellence,2024-05-13,2024-05-27,2024-05-27,14,14,0,2024,5,True,2479
TWKHH,Kaohsiung,USLAX,Los Angeles,Evergreen Marine,MSC Progress,2024-05-14,2024-05-28,2024-05-28,14,14.2,0.2,2024,5,True,2480
TWTPE,Taipei (Keelung),USLGB,Long Beach,Yang Ming,Ever Unity,2024-05-19,2024-06-03,2024-06-03,15,15,0,2024,5,True,2481
TWTXG,Taichung,USSEA,Seattle,Maersk Line,COSCO Crown,2024-05-18,2024-06-01,2024-06-02,14,15.6,1.6,2024,5,False,2482
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,Wan Hai Champion,2024-05-19,2024-06-02,2024-06-04,14,16.3,2.3,2024,5,False,2483
TWTXG,Taichung,USSEA,Seattle,Evergreen Marine,COSCO Progress,2024-05-23,2024-06-06,2024-06-06,14,14,0,2024,5,True,2484
TWTPE,Taipei (Keelung),USOAK,Oakland,Maersk Line,Wan Hai Progress,2024-05-23,2024-06-06,2024-06-06,14,14,0,2024,5,True,2485
TWTXG,Taichung,USLAX,Los Angeles,Wan Hai Lines,MSC Diamond,2024-05-24,2024-06-07,2024-06-07,14,14.3,0.3,2024,5,True,2486
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,Wan Hai Pioneer,2024-05-21,2024-06-04,2024-06-04,14,14,0,2024,5,True,2487
TWTXG,Taichung,USLAX,Los Angeles,MSC,MSC Champion,2024-05-24,2024-06-07,2024-06-07,14,14,0,2024,5,True,2488
TWTXG,Taichung,USOAK,Oakland,HMM,ONE Pioneer,2024-05-21,2024-06-04,2024-06-04,14,14,0,2024,5,True,2489
TWTPE,Taipei (Keelung),USLGB,Long Beach,ONE (Ocean Network Express),Yang Ming Champion,2024-05-24,2024-06-08,2024-06-08,15,15,0,2024,5,True,2490
TWTPE,Taipei (Keelung),USSEA,Seattle,MSC,Yang Ming Fortune,2024-05-18,2024-06-01,2024-06-01,14,14,0,2024,5,True,2491
TWKHH,Kaohsiung,USSEA,Seattle,Maersk Line,Ever Triumph,2024-05-18,2024-05-30,2024-05-30,12,12,0,2024,5,True,2492
TWTPE,Taipei (Keelung),USSEA,Seattle,HMM,Ever Champion,2024-05-24,2024-06-07,2024-06-07,14,14,0,2024,5,True,2493
TWTPE,Taipei (Keelung),USSEA,Seattle,MSC,ONE Fortune,2024-05-18,2024-06-01,2024-06-02,14,15.1,1.1,2024,5,False,2494
TWTPE,Taipei (Keelung),USLGB,Long Beach,ONE (Ocean Network Express),COSCO Champion,2024-05-18,2024-06-02,2024-06-02,15,15,0,2024,5,True,2495
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Evergreen Marine,Yang Ming Star,2024-05-20,2024-06-04,2024-06-04,15,15.3,0.3,2024,5,True,2496
TWTXG,Taichung,USLAX,Los Angeles,ONE (Ocean Network Express),Wan Hai Pearl,2024-05-23,2024-06-06,2024-06-06,14,14,0,2024,5,True,2497
TWKHH,Kaohsiung,USLAX,Los Angeles,COSCO Shipping,Maersk Fortune,2024-05-18,2024-06-01,2024-06-01,14,14,0,2024,5,True,2498
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,ONE Star,2024-05-19,2024-06-02,2024-06-02,14,14.3,0.3,2024,5,True,2499
TWKHH,Kaohsiung,USLAX,Los Angeles,MSC,Yang Ming Fortune,2024-05-19,2024-06-02,2024-06-02,14,14,0,2024,5,True,2500
TWTPE,Taipei (Keelung),USSEA,Seattle,Evergreen Marine,Wan Hai Triumph,2024-05-29,2024-06-12,2024-06-12,14,14.1,0.1,2024,5,True,2501
TWKHH,Kaohsiung,USOAK,Oakland,Yang Ming,Yang Ming Champion,2024-05-27,2024-06-09,2024-06-09,13,13.4,0.4,2024,5,True,2502
TWTXG,Taichung,USOAK,Oakland,HMM,Maersk Leader,2024-05-27,2024-06-10,2024-06-10,14,14,0,2024,5,True,2503
TWKHH,Kaohsiung,USSEA,Seattle,MSC,Yang Ming Glory,2024-05-27,2024-06-08,2024-06-08,12,12,0,2024,5,True,2504
TWTXG,Taichung,USOAK,Oakland,HMM,Maersk Fortune,2024-05-30,2024-06-13,2024-06-13,14,14,0,2024,5,True,2505
TWTPE,Taipei (Keelung),USSEA,Seattle,Yang Ming,ONE Ace,2024-05-25,2024-06-08,2024-06-08,14,14,0,2024,5,True,2506
TWTXG,Taichung,USSEA,Seattle,Maersk Line,ONE Star,2024-05-28,2024-06-11,2024-06-17,14,20.1,6.1,2024,5,False,2507
TWTPE,Taipei (Keelung),USLGB,Long Beach,MSC,COSCO Diamond,2024-05-28,2024-06-12,2024-06-12,15,15.8,0.8,2024,5,True,2508
TWKHH,Kaohsiung,USLGB,Long Beach,MSC,MSC Unity,2024-05-26,2024-06-09,2024-06-09,14,14,0,2024,5,True,2509
TWTPE,Taipei (Keelung),USOAK,Oakland,HMM,COSCO Success,2024-05-30,2024-06-13,2024-06-13,14,14,0,2024,5,True,2510
TWKHH,Kaohsiung,USOAK,Oakland,HMM,Ever Crown,2024-05-30,2024-06-12,2024-06-12,13,13,0,2024,5,True,2511
TWKHH,Kaohsiung,USLGB,Long Beach,HMM,ONE Progress,2024-05-30,2024-06-13,2024-06-13,14,14.0,0.0,2024,5,True,2512
TWTXG,Taichung,USLAX,Los Angeles,Maersk Line,Yang Ming Pearl,2024-05-29,2024-06-12,2024-06-12,14,14.0,0.0,2024,5,True,2513
TWKHH,Kaohsiung,USLAX,Los Angeles,Wan Hai Lines,Yang Ming Fortune,2024-05-29,2024-06-12,2024-06-12,14,14,0,2024,5,True,2514
TWTXG,Taichung,USOAK,Oakland,HMM,Yang Ming Champion,2024-05-28,2024-06-11,2024-06-11,14,14,0,2024,5,True,2515
TWKHH,Kaohsiung,USLGB,Long Beach,HMM,Yang Ming Crown,2024-05-30,2024-06-13,2024-06-13,14,14,0,2024,5,True,2516
TWTXG,Taichung,USLGB,Long Beach,ONE (Ocean Network Express),Wan Hai Leader,2024-05-26,2024-06-09,2024-06-09,14,14,0,2024,5,True,2517
TWKHH,Kaohsiung,USLGB,Long Beach,Wan Hai Lines,Wan Hai Champion,2024-05-31,2024-06-14,2024-06-14,14,14,0,2024,5,True,2518
TWKHH,Kaohsiung,USSEA,Seattle,HMM,COSCO Unity,2024-05-31,2024-06-12,2024-06-12,12,12,0,2024,5,True,2519
TWTXG,Taichung,USLGB,Long Beach,Wan Hai Lines,COSCO Progress,2024-05-27,2024-06-10,2024-06-10,14,14,0,2024,5,True,2520
TWTXG,Taichung,USSEA,Seattle,MSC,Maersk Triumph,2024-06-04,2024-06-18,2024-06-18,14,14,0,2024,6,True,2521
TWTPE,Taipei (Keelung),USSEA,Seattle,Wan Hai Lines,Wan Hai Unity,2024-06-04,2024-06-18,2024-06-24,14,20.9,6.9,2024,6,False,2522
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,Ever Pearl,2024-06-07,2024-06-19,2024-06-19,12,12,0,2024,6,True,2523
TWKHH,Kaohsiung,USLGB,Long Beach,ONE (Ocean Network Express),Yang Ming Crown,2024-06-06,2024-06-20,2024-06-20,14,14,0,2024,6,True,2524
TWTXG,Taichung,USOAK,Oakland,ONE (Ocean Network Express),ONE Leader,2024-06-06,2024-06-20,2024-06-20,14,14.5,0.5,2024,6,True,2525
TWTPE,Taipei (Keelung),USLAX,Los Angeles,HMM,Wan Hai Excellence,2024-06-03,2024-06-18,2024-06-18,15,15.1,0.1,2024,6,True,2526
TWTXG,Taichung,USSEA,Seattle,COSCO Shipping,Ever Success,2024-06-06,2024-06-20,2024-06-20,14,14.0,0.0,2024,6,True,2527
TWKHH,Kaohsiung,USSEA,Seattle,Maersk Line,ONE Unity,2024-06-06,2024-06-18,2024-06-18,12,12.2,0.2,2024,6,True,2528
TWKHH,Kaohsiung,USOAK,Oakland,ONE (Ocean Network Express),Ever Unity,2024-06-05,2024-06-18,2024-06-20,13,15.8,2.8,2024,6,False,2529
TWTXG,Taichung,USOAK,Oakland,MSC,Ever Pearl,2024-06-07,2024-06-21,2024-06-21,14,14,0,2024,6,True,2530
TWTPE,Taipei (Keelung),USLGB,Long Beach,ONE (Ocean Network Express),ONE Pearl,2024-06-02,2024-06-17,2024-06-17,15,15.1,0.1,2024,6,True,2531
TWTPE,Taipei (Keelung),USOAK,Oakland,Wan Hai Lines,Yang Ming Star,2024-06-02,2024-06-16,2024-06-16,14,14,0,2024,6,True,2532
TWKHH,Kaohsiung,USOAK,Oakland,Yang Ming,Yang Ming Glory,2024-06-04,2024-06-17,2024-06-17,13,13.1,0.1,2024,6,True,2533
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,Wan Hai Unity,2024-06-06,2024-06-20,2024-06-20,14,14,0,2024,6,True,2534
TWTPE,Taipei (Keelung),USOAK,Oakland,Maersk Line,Ever Fortune,2024-06-02,2024-06-16,2024-06-16,14,14,0,2024,6,True,2535
TWTXG,Taichung,USLAX,Los Angeles,HMM,COSCO Star,2024-06-02,2024-06-16,2024-06-16,14,14,0,2024,6,True,2536
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,ONE Unity,2024-06-02,2024-06-16,2024-06-16,14,14.6,0.6,2024,6,True,2537
TWTXG,Taichung,USOAK,Oakland,Maersk Line,Yang Ming Pearl,2024-06-04,2024-06-18,2024-06-18,14,14.5,0.5,2024,6,True,2538
TWTXG,Taichung,USLGB,Long Beach,ONE (Ocean Network Express),MSC Progress,2024-06-03,2024-06-17,2024-06-17,14,14,0,2024,6,True,2539
TWTXG,Taichung,USSEA,Seattle,Wan Hai Lines,Yang Ming Champion,2024-06-01,2024-06-15,2024-06-15,14,14,0,2024,6,True,2540
TWKHH,Kaohsiung,USLGB,Long Beach,ONE (Ocean Network Express),Maersk Pioneer,2024-06-12,2024-06-26,2024-06-26,14,14,0,2024,6,True,2541
TWKHH,Kaohsiung,USLGB,Long Beach,MSC,ONE Progress,2024-06-14,2024-06-28,2024-06-28,14,14,0,2024,6,True,2542
TWKHH,Kaohsiung,USLAX,Los Angeles,Evergreen Marine,Yang Ming Pioneer,2024-06-11,2024-06-25,2024-06-25,14,14,0,2024,6,True,2543
TWKHH,Kaohsiung,USLAX,Los Angeles,Maersk Line,ONE Diamond,2024-06-12,2024-06-26,2024-06-26,14,14,0,2024,6,True,2544
TWTPE,Taipei (Keelung),USLGB,Long Beach,ONE (Ocean Network Express),Ever Triumph,2024-06-09,2024-06-24,2024-06-28,15,19.1,4.1,2024,6,False,2545
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,Maersk Unity,2024-06-13,2024-06-26,2024-06-26,13,13.0,0.0,2024,6,True,2546
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,MSC Glory,2024-06-08,2024-06-22,2024-06-22,14,14,0,2024,6,True,2547
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,Maersk Crown,2024-06-13,2024-06-26,2024-06-26,13,13,0,2024,6,True,2548
TWTPE,Taipei (Keelung),USLAX,Los Angeles,HMM,Maersk Progress,2024-06-14,2024-06-29,2024-06-29,15,15.6,0.6,2024,6,True,2549
TWTXG,Taichung,USSEA,Seattle,Maersk Line,Wan Hai Triumph,2024-06-09,2024-06-23,2024-06-25,14,16.9,2.9,2024,6,False,2550
TWTXG,Taichung,USOAK,Oakland,COSCO Shipping,Wan Hai Pioneer,2024-06-08,2024-06-22,2024-06-22,14,14,0,2024,6,True,2551
TWTXG,Taichung,USOAK,Oakland,Evergreen Marine,Wan Hai Excellence,2024-06-12,2024-06-26,2024-06-26,14,14,0,2024,6,True,2552
TWKHH,Kaohsiung,USSEA,Seattle,MSC,ONE Crown,2024-06-09,2024-06-21,2024-06-23,12,14.3,2.3,2024,6,False,2553
TWTPE,Taipei (Keelung),USSEA,Seattle,Evergreen Marine,Maersk Excellence,2024-06-10,2024-06-24,2024-06-24,14,14,0,2024,6,True,2554
TWTPE,Taipei (Keelung),USLGB,Long Beach,Maersk Line,MSC Fortune,2024-06-12,2024-06-27,2024-06-27,15,15,0,2024,6,True,2555
TWTPE,Taipei (Keelung),USLAX,Los Angeles,ONE (Ocean Network Express),Ever Triumph,2024-06-09,2024-06-24,2024-06-24,15,15.1,0.1,2024,6,True,2556
TWTXG,Taichung,USOAK,Oakland,Wan Hai Lines,MSC Pearl,2024-06-10,2024-06-24,2024-06-24,14,14,0,2024,6,True,2557
TWKHH,Kaohsiung,USLGB,Long Beach,MSC,Maersk Unity,2024-06-08,2024-06-22,2024-06-22,14,14,0,2024,6,True,2558
TWKHH,Kaohsiung,USOAK,Oakland,Maersk Line,Maersk Pearl,2024-06-12,2024-06-25,2024-06-25,13,13,0,2024,6,True,2559
TWKHH,Kaohsiung,USSEA,Seattle,Maersk Line,Yang Ming Fortune,2024-06-09,2024-06-21,2024-06-21,12,12.5,0.5,2024,6,True,2560
TWTPE,Taipei (Keelung),USOAK,Oakland,Maersk Line,ONE Crown,2024-06-21,2024-07-05,2024-07-05,14,14,0,2024,6,True,2561
TWTXG,Taichung,USSEA,Seattle,Maersk Line,ONE Progress,2024-06-15,2024-06-29,2024-06-29,14,14,0,2024,6,True,2562
TWTPE,Taipei (Keelung),USOAK,Oakland,Maersk Line,Ever Ace,2024-06-20,2024-07-04,2024-07-04,14,14,0,2024,6,True,2563
TWTPE,Taipei (Keelung),USSEA,Seattle,MSC,Wan Hai Champion,2024-06-18,2024-07-02,2024-07-02,14,14,0,2024,6,True,2564
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,ONE Progress,2024-06-21,2024-07-05,2024-07-05,14,14,0,2024,6,True,2565
TWTXG,Taichung,USLGB,Long Beach,Yang Ming,Wan Hai Unity,2024-06-18,2024-07-02,2024-07-02,14,14,0,2024,6,True,2566
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,Maersk Unity,2024-06-18,2024-07-01,2024-07-01,13,13,0,2024,6,True,2567
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),Yang Ming Pioneer,2024-06-19,2024-07-03,2024-07-03,14,14.2,0.2,2024,6,True,2568
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,Maersk Success,2024-06-19,2024-07-03,2024-07-03,14,14.4,0.4,2024,6,True,2569
TWTPE,Taipei (Keelung),USSEA,Seattle,Evergreen Marine,ONE Triumph,2024-06-16,2024-06-30,2024-06-30,14,14,0,2024,6,True,2570
TWKHH,Kaohsiung,USSEA,Seattle,Yang Ming,Yang Ming Champion,2024-06-18,2024-06-30,2024-06-30,12,12,0,2024,6,True,2571
TWTXG,Taichung,USSEA,Seattle,Yang Ming,Yang Ming Glory,2024-06-20,2024-07-04,2024-07-04,14,14,0,2024,6,True,2572
TWTXG,Taichung,USLAX,Los Angeles,MSC,MSC Glory,2024-06-20,2024-07-04,2024-07-04,14,14,0,2024,6,True,2573
TWTXG,Taichung,USLAX,Los Angeles,ONE (Ocean Network Express),ONE Ace,2024-06-16,2024-06-30,2024-06-30,14,14,0,2024,6,True,2574
TWKHH,Kaohsiung,USLGB,Long Beach,Evergreen Marine,MSC Pearl,2024-06-21,2024-07-05,2024-07-09,14,18.9,4.9,2024,6,False,2575
TWTPE,Taipei (Keelung),USLAX,Los Angeles,ONE (Ocean Network Express),MSC Crown,2024-06-18,2024-07-03,2024-07-03,15,15,0,2024,6,True,2576
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,Ever Progress,2024-06-21,2024-07-05,2024-07-06,14,15.3,1.3,2024,6,False,2577
TWTXG,Taichung,USLGB,Long Beach,HMM,ONE Triumph,2024-06-16,2024-06-30,2024-06-30,14,14.6,0.6,2024,6,True,2578
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,Yang Ming Leader,2024-06-18,2024-07-02,2024-07-02,14,14,0,2024,6,True,2579
TWTXG,Taichung,USSEA,Seattle,Maersk Line,Maersk Diamond,2024-06-20,2024-07-04,2024-07-05,14,16.0,2.0,2024,6,False,2580
TWKHH,Kaohsiung,USLAX,Los Angeles,COSCO Shipping,Yang Ming Unity,2024-06-25,2024-07-09,2024-07-09,14,14,0,2024,6,True,2581
TWTPE,Taipei (Keelung),USSEA,Seattle,HMM,Maersk Ace,2024-06-23,2024-07-07,2024-07-07,14,14,0,2024,6,True,2582
TWKHH,Kaohsiung,USLAX,Los Angeles,HMM,Wan Hai Progress,2024-06-24,2024-07-08,2024-07-08,14,14,0,2024,6,True,2583
TWTXG,Taichung,USLGB,Long Beach,Wan Hai Lines,MSC Progress,2024-06-26,2024-07-10,2024-07-10,14,14.9,0.9,2024,6,True,2584
TWKHH,Kaohsiung,USLAX,Los Angeles,ONE (Ocean Network Express),Maersk Crown,2024-06-26,2024-07-10,2024-07-10,14,14.7,0.7,2024,6,True,2585
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,Yang Ming Unity,2024-06-27,2024-07-11,2024-07-11,14,14,0,2024,6,True,2586
TWKHH,Kaohsiung,USOAK,Oakland,MSC,MSC Ace,2024-06-26,2024-07-09,2024-07-09,13,13,0,2024,6,True,2587
TWTPE,Taipei (Keelung),USLGB,Long Beach,COSCO Shipping,Yang Ming Triumph,2024-06-28,2024-07-13,2024-07-13,15,15,0,2024,6,True,2588
TWTPE,Taipei (Keelung),USLAX,Los Angeles,MSC,Ever Success,2024-06-25,2024-07-10,2024-07-10,15,15,0,2024,6,True,2589
TWTPE,Taipei (Keelung),USOAK,Oakland,COSCO Shipping,Maersk Pioneer,2024-06-26,2024-07-10,2024-07-10,14,14,0,2024,6,True,2590
TWTPE,Taipei (Keelung),USLAX,Los Angeles,COSCO Shipping,Wan Hai Leader,2024-06-25,2024-07-10,2024-07-10,15,16.0,1.0,2024,6,True,2591
TWTPE,Taipei (Keelung),USSEA,Seattle,Maersk Line,COSCO Triumph,2024-06-27,2024-07-11,2024-07-11,14,14,0,2024,6,True,2592
TWTXG,Taichung,USLAX,Los Angeles,MSC,Maersk Leader,2024-06-24,2024-07-08,2024-07-08,14,14,0,2024,6,True,2593
TWTXG,Taichung,USLAX,Los Angeles,HMM,Wan Hai Star,2024-06-27,2024-07-11,2024-07-11,14,14,0,2024,6,True,2594
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,COSCO Fortune,2024-06-25,2024-07-09,2024-07-09,14,14.4,0.4,2024,6,True,2595
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Wan Hai Lines,Ever Success,2024-06-23,2024-07-08,2024-07-08,15,15,0,2024,6,True,2596
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,MSC Pearl,2024-06-25,2024-07-09,2024-07-09,14,14,0,2024,6,True,2597
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Maersk Line,ONE Leader,2024-06-23,2024-07-08,2024-07-08,15,15,0,2024,6,True,2598
TWTXG,Taichung,USSEA,Seattle,Evergreen Marine,MSC Unity,2024-06-25,2024-07-09,2024-07-09,14,14.9,0.9,2024,6,True,2599
TWTPE,Taipei (Keelung),USLGB,Long Beach,HMM,ONE Progress,2024-06-27,2024-07-12,2024-07-12,15,15,0,2024,6,True,2600
TWTPE,Taipei (Keelung),USLGB,Long Beach,Wan Hai Lines,COSCO Ace,2024-07-04,2024-07-19,2024-07-19,15,15,0,2024,7,True,2601
TWTPE,Taipei (Keelung),USSEA,Seattle,Maersk Line,ONE Glory,2024-07-05,2024-07-19,2024-07-19,14,14.3,0.3,2024,7,True,2602
TWTPE,Taipei (Keelung),USLAX,Los Angeles,COSCO Shipping,ONE Crown,2024-06-29,2024-07-14,2024-07-14,15,15,0,2024,6,True,2603
