port_code,port_name,date,berth_utilization,wait_time_hours,vessels_waiting,congestion_level
USLGB,Long Beach,2024-08-25,0.98,54.4,34,high
USOAK,Oakland,2024-08-25,0.717,25.3,23,medium
USSEA,Seattle,2024-08-25,0.663,13.4,29,low
USLAX,Los Angeles,2024-08-26,0.98,39.7,38,high
USLGB,Long Beach,2024-08-26,0.867,29.4,40,high
USOAK,Oakland,2024-08-26,0.929,43.5,30,high
USSEA,Seattle,2024-08-26,0.776,32.9,27,medium
USLAX,Los Angeles,2024-08-27,0.98,43.8,36,high
USLGB,Long Beach,2024-08-27,0.98,49.9,34,high
USOAK,Oakland,2024-08-27,0.886,40.5,31,high
USSEA,Seattle,2024-08-27,0.868,39.8,36,high
USLAX,Los Angeles,2024-08-28,0.98,40.1,43,high
USLGB,Long Beach,2024-08-28,0.949,45.5,40,high
USOAK,Oakland,2024-08-28,0.843,38.6,28,medium
USSEA,Seattle,2024-08-28,0.686,19.6,27,low
USLAX,Los Angeles,2024-08-29,0.98,57.3,43,high
USLGB,Long Beach,2024-08-29,0.922,41.5,39,high
USOAK,Oakland,2024-08-29,0.779,27.4,24,medium
USSEA,Seattle,2024-08-29,0.735,25.5,24,medium
USLAX,Los Angeles,2024-08-30,0.98,57.6,31,high
USLGB,Long Beach,2024-08-30,0.936,44.4,33,high
USOAK,Oakland,2024-08-30,0.91,36.9,41,high
USSEA,Seattle,2024-08-30,0.754,29.8,31,medium
USLAX,Los Angeles,2024-08-31,0.98,39.2,45,high
USLGB,Long Beach,2024-08-31,0.939,35.9,40,high
USOAK,Oakland,2024-08-31,0.76,23.6,32,medium
USSEA,Seattle,2024-08-31,0.696,23.1,28,low
USLAX,Los Angeles,2024-09-01,0.98,45.1,38,high
USLGB,Long Beach,2024-09-01,0.908,36.5,29,high
USOAK,Oakland,2024-09-01,0.803,26.6,27,medium
USSEA,Seattle,2024-09-01,0.882,32.9,37,high
USLAX,Los Angeles,2024-09-02,0.978,47.9,44,high
USLGB,Long Beach,2024-09-02,0.904,36.8,37,high
USOAK,Oakland,2024-09-02,0.98,46.1,41,high
USSEA,Seattle,2024-09-02,0.787,34.3,27,medium
USLAX,Los Angeles,2024-09-03,0.98,46.2,34,high
USLGB,Long Beach,2024-09-03,0.93,44.0,35,high
USOAK,Oakland,2024-09-03,0.98,38.7,46,high
USSEA,Seattle,2024-09-03,0.859,29.0,29,high
USLAX,Los Angeles,2024-09-04,0.98,41.7,37,high
USLGB,Long Beach,2024-09-04,0.98,41.1,42,high
USOAK,Oakland,2024-09-04,0.92,39.7,36,high
USSEA,Seattle,2024-09-04,0.897,41.9,42,high
USLAX,Los Angeles,2024-09-05,0.98,44.7,45,high
USLGB,Long Beach,2024-09-05,0.98,53.9,43,high
USOAK,Oakland,2024-09-05,0.847,40.9,40,medium
USSEA,Seattle,2024-09-05,0.792,28.1,35,medium
USLAX,Los Angeles,2024-09-06,0.98,39.4,37,high
USLGB,Long Beach,2024-09-06,0.98,53.5,37,high
USOAK,Oakland,2024-09-06,0.847,40.8,30,medium
USSEA,Seattle,2024-09-06,0.783,23.4,29,medium
USLAX,Los Angeles,2024-09-07,0.98,55.4,33,high
USLGB,Long Beach,2024-09-07,0.98,43.5,42,high
USOAK,Oakland,2024-09-07,0.947,39.9,33,high
USSEA,Seattle,2024-09-07,0.823,36.9,36,medium
USLAX,Los Angeles,2024-09-08,0.98,53.7,42,high
USLGB,Long Beach,2024-09-08,0.924,36.3,39,high
USOAK,Oakland,2024-09-08,0.921,38.3,42,high
USSEA,Seattle,2024-09-08,0.801,26.3,31,medium
USLAX,Los Angeles,2024-09-09,0.98,49.0,44,high
USLGB,Long Beach,2024-09-09,0.98,41.9,41,high
USOAK,Oakland,2024-09-09,0.795,24.2,30,medium
USSEA,Seattle,2024-09-09,0.757,22.5,32,medium
USLAX,Los Angeles,2024-09-10,0.98,44.0,46,high
USLGB,Long Beach,2024-09-10,0.974,52.3,46,high
USOAK,Oakland,2024-09-10,0.98,54.2,41,high
USSEA,Seattle,2024-09-10,0.846,32.2,28,medium
USLAX,Los Angeles,2024-09-11,0.98,56.1,36,high
USLGB,Long Beach,2024-09-11,0.98,52.9,34,high
USOAK,Oakland,2024-09-11,0.888,31.5,39,high
USSEA,Seattle,2024-09-11,0.735,20.5,33,medium
USLAX,Los Angeles,2024-09-12,0.98,42.2,38,high
USLGB,Long Beach,2024-09-12,0.98,57.6,33,high
USOAK,Oakland,2024-09-12,0.788,26.7,31,medium
USSEA,Seattle,2024-09-12,0.94,47.8,41,high
USLAX,Los Angeles,2024-09-13,0.98,53.0,35,high
USLGB,Long Beach,2024-09-13,0.924,46.7,30,high
USOAK,Oakland,2024-09-13,0.835,28.3,39,medium
USSEA,Seattle,2024-09-13,0.863,34.8,27,high
USLAX,Los Angeles,2024-09-14,0.98,53.4,36,high
USLGB,Long Beach,2024-09-14,0.913,40.5,41,high
USOAK,Oakland,2024-09-14,0.902,45.8,30,high
USSEA,Seattle,2024-09-14,0.853,38.8,37,high
USLAX,Los Angeles,2024-09-15,0.98,54.1,33,high
USLGB,Long Beach,2024-09-15,0.923,43.2,35,high
USOAK,Oakland,2024-09-15,0.98,53.5,38,high
USSEA,Seattle,2024-09-15,0.869,36.0,34,high
USLAX,Los Angeles,2024-09-16,0.98,45.3,40,high
USLGB,Long Beach,2024-09-16,0.98,47.8,38,high
USOAK,Oakland,2024-09-16,0.844,39.2,37,medium
USSEA,Seattle,2024-09-16,0.909,34.1,41,high
USLAX,Los Angeles,2024-09-17,0.975,43.2,32,high
USLGB,Long Beach,2024-09-17,0.98,41.8,33,high
USOAK,Oakland,2024-09-17,0.939,48.2,37,high
USSEA,Seattle,2024-09-17,0.84,34.7,27,medium
USLAX,Los Angeles,2024-09-18,0.98,56.5,41,high
USLGB,Long Beach,2024-09-18,0.98,41.7,36,high
USOAK,Oakland,2024-09-18,0.873,41.2,28,high
USSEA,Seattle,2024-09-18,0.862,29.6,27,high
USLAX,Los Angeles,2024-09-19,0.98,53.5,35,high
USLGB,Long Beach,2024-09-19,0.98,47.2,36,high
USOAK,Oakland,2024-09-19,0.934,44.0,40,high
USSEA,Seattle,2024-09-19,0.761,25.3,30,medium
USLAX,Los Angeles,2024-09-20,0.971,54.5,43,high
USLGB,Long Beach,2024-09-20,0.98,47.0,32,high
USOAK,Oakland,2024-09-20,0.98,44.4,35,high
USSEA,Seattle,2024-09-20,0.771,22.3,31,medium
USLAX,Los Angeles,2024-09-21,0.98,54.3,45,high
USLGB,Long Beach,2024-09-21,0.98,42.6,31,high
USOAK,Oakland,2024-09-21,0.863,32.1,28,high
USSEA,Seattle,2024-09-21,0.836,38.3,33,medium
USLAX,Los Angeles,2024-09-22,0.98,57.5,33,high
USLGB,Long Beach,2024-09-22,0.937,46.9,43,high
USOAK,Oakland,2024-09-22,0.971,43.1,36,high
USSEA,Seattle,2024-09-22,0.718,20.1,27,medium
USLAX,Los Angeles,2024-09-23,0.98,47.9,34,high
USLGB,Long Beach,2024-09-23,0.961,42.4,41,high
USOAK,Oakland,2024-09-23,0.784,27.9,34,medium
USSEA,Seattle,2024-09-23,0.871,32.2,37,high
USLAX,Los Angeles,2024-09-24,0.98,44.1,34,high
USLGB,Long Beach,2024-09-24,0.98,57.4,42,high
USOAK,Oakland,2024-09-24,0.821,37.5,29,medium
USSEA,Seattle,2024-09-24,0.708,18.7,26,medium
USLAX,Los Angeles,2024-09-25,0.98,49.3,40,high
USLGB,Long Beach,2024-09-25,0.98,56.2,34,high
USOAK,Oakland,2024-09-25,0.914,46.0,32,high
USSEA,Seattle,2024-09-25,0.708,21.2,28,medium
USLAX,Los Angeles,2024-09-26,0.98,50.7,37,high
USLGB,Long Beach,2024-09-26,0.964,52.8,42,high
USOAK,Oakland,2024-09-26,0.921,36.7,43,high
USSEA,Seattle,2024-09-26,0.894,42.7,42,high
USLAX,Los Angeles,2024-09-27,0.98,50.8,38,high
USLGB,Long Beach,2024-09-27,0.911,38.3,32,high
USOAK,Oakland,2024-09-27,0.782,32.8,25,medium
USSEA,Seattle,2024-09-27,0.885,41.4,36,high
USLAX,Los Angeles,2024-09-28,0.98,47.4,44,high
USLGB,Long Beach,2024-09-28,0.98,49.5,43,high
USOAK,Oakland,2024-09-28,0.777,29.8,35,medium
USSEA,Seattle,2024-09-28,0.761,27.9,31,medium
USLAX,Los Angeles,2024-09-29,0.98,45.5,43,high
USLGB,Long Beach,2024-09-29,0.98,45.0,37,high
USOAK,Oakland,2024-09-29,0.98,55.1,42,high
USSEA,Seattle,2024-09-29,0.928,43.6,42,high
USLAX,Los Angeles,2024-09-30,0.98,54.7,47,high
USLGB,Long Beach,2024-09-30,0.961,48.5,32,high
USOAK,Oakland,2024-09-30,0.852,41.7,31,high
USSEA,Seattle,2024-09-30,0.81,28.1,36,medium
USLAX,Los Angeles,2024-10-01,0.98,41.9,40,high
USLGB,Long Beach,2024-10-01,0.98,50.5,44,high
USOAK,Oakland,2024-10-01,0.98,54.4,44,high
USSEA,Seattle,2024-10-01,0.977,55.3,45,high
USLAX,Los Angeles,2024-10-02,0.98,51.9,34,high
USLGB,Long Beach,2024-10-02,0.98,54.0,33,high
USOAK,Oakland,2024-10-02,0.972,42.2,40,high
USSEA,Seattle,2024-10-02,0.843,28.7,29,medium
USLAX,Los Angeles,2024-10-03,0.98,43.2,35,high
USLGB,Long Beach,2024-10-03,0.98,42.6,32,high
USOAK,Oakland,2024-10-03,0.886,44.7,39,high
USSEA,Seattle,2024-10-03,0.906,40.9,39,high
USLAX,Los Angeles,2024-10-04,0.98,50.3,41,high
USLGB,Long Beach,2024-10-04,0.98,51.1,37,high
USOAK,Oakland,2024-10-04,0.98,48.7,33,high
USSEA,Seattle,2024-10-04,0.821,35.1,33,medium
USLAX,Los Angeles,2024-10-05,0.98,55.7,43,high
USLGB,Long Beach,2024-10-05,0.961,40.6,36,high
USOAK,Oakland,2024-10-05,0.98,41.9,40,high
USSEA,Seattle,2024-10-05,0.98,39.1,46,high
USLAX,Los Angeles,2024-10-06,0.98,45.7,37,high
USLGB,Long Beach,2024-10-06,0.98,56.4,37,high
USOAK,Oakland,2024-10-06,0.866,31.7,32,high
USSEA,Seattle,2024-10-06,0.809,29.5,33,medium
USLAX,Los Angeles,2024-10-07,0.98,39.7,44,high
USLGB,Long Beach,2024-10-07,0.98,42.1,41,high
USOAK,Oakland,2024-10-07,0.98,53.6,43,high
USSEA,Seattle,2024-10-07,0.829,30.0,34,medium
USLAX,Los Angeles,2024-10-08,0.98,38.4,38,high
USLGB,Long Beach,2024-10-08,0.98,52.7,35,high
USOAK,Oakland,2024-10-08,0.871,41.7,37,high
USSEA,Seattle,2024-10-08,0.89,34.8,31,high
USLAX,Los Angeles,2024-10-09,0.98,45.5,46,high
USLGB,Long Beach,2024-10-09,0.98,45.7,45,high
USOAK,Oakland,2024-10-09,0.889,31.7,34,high
USSEA,Seattle,2024-10-09,0.961,51.9,33,high
USLAX,Los Angeles,2024-10-10,0.98,49.2,37,high
USLGB,Long Beach,2024-10-10,0.98,41.0,36,high
USOAK,Oakland,2024-10-10,0.822,29.2,30,medium
USSEA,Seattle,2024-10-10,0.968,48.2,36,high
USLAX,Los Angeles,2024-10-11,0.98,54.8,41,high
USLGB,Long Beach,2024-10-11,0.98,53.9,46,high
USOAK,Oakland,2024-10-11,0.98,55.3,45,high
USSEA,Seattle,2024-10-11,0.971,54.0,34,high
USLAX,Los Angeles,2024-10-12,0.98,39.8,44,high
USLGB,Long Beach,2024-10-12,0.98,41.6,36,high
USOAK,Oakland,2024-10-12,0.944,40.9,30,high
USSEA,Seattle,2024-10-12,0.782,23.2,35,medium
USLAX,Los Angeles,2024-10-13,0.98,48.7,45,high
USLGB,Long Beach,2024-10-13,0.98,46.6,34,high
USOAK,Oakland,2024-10-13,0.924,48.1,37,high
USSEA,Seattle,2024-10-13,0.956,48.0,42,high
USLAX,Los Angeles,2024-10-14,0.98,50.8,40,high
USLGB,Long Beach,2024-10-14,0.98,46.2,40,high
USOAK,Oakland,2024-10-14,0.831,31.6,30,medium
USSEA,Seattle,2024-10-14,0.841,27.5,38,medium
USLAX,Los Angeles,2024-10-15,0.98,39.9,43,high
USLGB,Long Beach,2024-10-15,0.98,49.5,40,high
USOAK,Oakland,2024-10-15,0.84,38.2,35,medium
USSEA,Seattle,2024-10-15,0.748,22.8,34,medium
USLAX,Los Angeles,2024-10-16,0.98,41.2,44,high
USLGB,Long Beach,2024-10-16,0.98,47.2,39,high
USOAK,Oakland,2024-10-16,0.98,39.3,34,high
USSEA,Seattle,2024-10-16,0.834,28.7,39,medium
USLAX,Los Angeles,2024-10-17,0.98,42.5,36,high
USLGB,Long Beach,2024-10-17,0.98,50.5,35,high
USOAK,Oakland,2024-10-17,0.962,48.1,42,high
USSEA,Seattle,2024-10-17,0.938,39.1,38,high
USLAX,Los Angeles,2024-10-18,0.98,41.3,34,high
USLGB,Long Beach,2024-10-18,0.98,46.5,38,high
USOAK,Oakland,2024-10-18,0.98,55.7,38,high
USSEA,Seattle,2024-10-18,0.806,26.0,31,medium
USLAX,Los Angeles,2024-10-19,0.98,57.6,42,high
USLGB,Long Beach,2024-10-19,0.976,52.0,43,high
USOAK,Oakland,2024-10-19,0.98,52.9,37,high
USSEA,Seattle,2024-10-19,0.859,29.9,36,high
USLAX,Los Angeles,2024-10-20,0.98,49.3,42,high
USLGB,Long Beach,2024-10-20,0.98,57.5,32,high
USOAK,Oakland,2024-10-20,0.845,39.9,33,medium
USSEA,Seattle,2024-10-20,0.946,43.6,44,high
USLAX,Los Angeles,2024-10-21,0.98,39.9,42,high
USLGB,Long Beach,2024-10-21,0.98,46.6,32,high
USOAK,Oakland,2024-10-21,0.98,50.8,39,high
USSEA,Seattle,2024-10-21,0.925,38.7,36,high
USLAX,Los Angeles,2024-10-22,0.98,46.1,41,high
USLGB,Long Beach,2024-10-22,0.98,45.8,45,high
USOAK,Oakland,2024-10-22,0.98,38.7,37,high
USSEA,Seattle,2024-10-22,0.783,27.2,37,medium
USLAX,Los Angeles,2024-10-23,0.98,38.7,41,high
USLGB,Long Beach,2024-10-23,0.975,51.6,42,high
USOAK,Oakland,2024-10-23,0.98,38.5,34,high
USSEA,Seattle,2024-10-23,0.934,43.3,43,high
USLAX,Los Angeles,2024-10-24,0.98,44.5,44,high
USLGB,Long Beach,2024-10-24,0.98,50.4,37,high
USOAK,Oakland,2024-10-24,0.98,39.7,32,high
USSEA,Seattle,2024-10-24,0.766,30.6,31,medium
USLAX,Los Angeles,2024-10-25,0.98,44.3,36,high
USLGB,Long Beach,2024-10-25,0.98,42.5,40,high
USOAK,Oakland,2024-10-25,0.842,33.6,36,medium
USSEA,Seattle,2024-10-25,0.838,30.5,30,medium
USLAX,Los Angeles,2024-10-26,0.98,41.4,45,high
USLGB,Long Beach,2024-10-26,0.98,57.4,35,high
USOAK,Oakland,2024-10-26,0.932,37.9,31,high
USSEA,Seattle,2024-10-26,0.98,45.2,34,high
USLAX,Los Angeles,2024-10-27,0.98,39.6,34,high
USLGB,Long Beach,2024-10-27,0.98,53.9,36,high
USOAK,Oakland,2024-10-27,0.946,45.1,40,high
USSEA,Seattle,2024-10-27,0.774,22.5,37,medium
USLAX,Los Angeles,2024-10-28,0.98,45.3,39,high
USLGB,Long Beach,2024-10-28,0.98,44.4,38,high
USOAK,Oakland,2024-10-28,0.98,52.0,35,high
USSEA,Seattle,2024-10-28,0.959,42.7,44,high
USLAX,Los Angeles,2024-10-29,0.98,49.1,46,high
USLGB,Long Beach,2024-10-29,0.98,40.3,37,high
USOAK,Oakland,2024-10-29,0.98,55.8,35,high
USSEA,Seattle,2024-10-29,0.788,27.9,33,medium
USLAX,Los Angeles,2024-10-30,0.98,56.0,43,high
USLGB,Long Beach,2024-10-30,0.96,54.6,44,high
USOAK,Oakland,2024-10-30,0.98,57.3,37,high
USSEA,Seattle,2024-10-30,0.911,33.1,42,high
USLAX,Los Angeles,2024-10-31,0.98,54.7,42,high
USLGB,Long Beach,2024-10-31,0.98,41.5,35,high
USOAK,Oakland,2024-10-31,0.98,40.8,39,high
USSEA,Seattle,2024-10-31,0.858,35.9,29,high
USLAX,Los Angeles,2024-11-01,0.98,50.6,39,high
USLGB,Long Beach,2024-11-01,0.98,46.1,41,high
USOAK,Oakland,2024-11-01,0.868,38.5,38,high
USSEA,Seattle,2024-11-01,0.938,35.5,32,high
USLAX,Los Angeles,2024-11-02,0.98,55.4,46,high
USLGB,Long Beach,2024-11-02,0.98,55.1,40,high
USOAK,Oakland,2024-11-02,0.767,24.4,34,medium
USSEA,Seattle,2024-11-02,0.77,29.7,35,medium
USLAX,Los Angeles,2024-11-03,0.98,49.5,31,high
USLGB,Long Beach,2024-11-03,0.98,42.4,33,high
USOAK,Oakland,2024-11-03,0.96,41.5,45,high
USSEA,Seattle,2024-11-03,0.846,41.4,31,medium
USLAX,Los Angeles,2024-11-04,0.98,41.6,42,high
USLGB,Long Beach,2024-11-04,0.98,39.8,42,high
USOAK,Oakland,2024-11-04,0.798,29.3,32,medium
USSEA,Seattle,2024-11-04,0.713,20.1,26,medium
USLAX,Los Angeles,2024-11-05,0.98,43.0,36,high
USLGB,Long Beach,2024-11-05,0.922,46.2,36,high
USOAK,Oakland,2024-11-05,0.938,49.4,34,high
USSEA,Seattle,2024-11-05,0.756,27.2,28,medium
USLAX,Los Angeles,2024-11-06,0.959,46.9,43,high
USLGB,Long Beach,2024-11-06,0.98,46.2,41,high
USOAK,Oakland,2024-11-06,0.967,45.1,43,high
USSEA,Seattle,2024-11-06,0.795,31.4,32,medium
USLAX,Los Angeles,2024-11-07,0.98,53.3,46,high
USLGB,Long Beach,2024-11-07,0.98,42.0,45,high
USOAK,Oakland,2024-11-07,0.907,35.2,36,high
USSEA,Seattle,2024-11-07,0.702,22.3,28,medium
USLAX,Los Angeles,2024-11-08,0.98,45.6,32,high
USLGB,Long Beach,2024-11-08,0.98,48.3,38,high
USOAK,Oakland,2024-11-08,0.961,49.5,43,high
USSEA,Seattle,2024-11-08,0.821,31.0,32,medium
USLAX,Los Angeles,2024-11-09,0.98,42.2,36,high
USLGB,Long Beach,2024-11-09,0.894,44.7,33,high
USOAK,Oakland,2024-11-09,0.824,35.6,31,medium
USSEA,Seattle,2024-11-09,0.919,40.2,43,high
USLAX,Los Angeles,2024-11-10,0.98,56.2,36,high
USLGB,Long Beach,2024-11-10,0.978,55.1,36,high
USOAK,Oakland,2024-11-10,0.923,49.0,30,high
USSEA,Seattle,2024-11-10,0.922,41.9,33,high
USLAX,Los Angeles,2024-11-11,0.98,57.4,41,high
USLGB,Long Beach,2024-11-11,0.936,37.2,39,high
USOAK,Oakland,2024-11-11,0.967,44.8,41,high
USSEA,Seattle,2024-11-11,0.898,41.7,29,high
USLAX,Los Angeles,2024-11-12,0.98,41.3,39,high
USLGB,Long Beach,2024-11-12,0.98,46.2,42,high
USOAK,Oakland,2024-11-12,0.98,41.3,39,high
USSEA,Seattle,2024-11-12,0.884,33.3,29,high
USLAX,Los Angeles,2024-11-13,0.98,45.3,36,high
USLGB,Long Beach,2024-11-13,0.98,53.5,44,high
USOAK,Oakland,2024-11-13,0.824,29.1,26,medium
USSEA,Seattle,2024-11-13,0.824,30.4,30,medium
USLAX,Los Angeles,2024-11-14,0.98,56.0,37,high
USLGB,Long Beach,2024-11-14,0.98,42.6,40,high
USOAK,Oakland,2024-11-14,0.872,39.3,31,high
USSEA,Seattle,2024-11-14,0.886,31.0,36,high
USLAX,Los Angeles,2024-11-15,0.98,38.8,38,high
USLGB,Long Beach,2024-11-15,0.98,51.2,45,high
USOAK,Oakland,2024-11-15,0.953,53.3,39,high
USSEA,Seattle,2024-11-15,0.717,21.6,27,medium
USLAX,Los Angeles,2024-11-16,0.98,43.0,33,high
USLGB,Long Beach,2024-11-16,0.98,45.6,40,high
USOAK,Oakland,2024-11-16,0.98,51.3,40,high
USSEA,Seattle,2024-11-16,0.941,41.3,41,high
USLAX,Los Angeles,2024-11-17,0.98,47.8,45,high
USLGB,Long Beach,2024-11-17,0.923,40.8,30,high
USOAK,Oakland,2024-11-17,0.978,55.6,43,high
USSEA,Seattle,2024-11-17,0.766,28.1,34,medium
USLAX,Los Angeles,2024-11-18,0.98,43.0,42,high
USLGB,Long Beach,2024-11-18,0.98,56.9,36,high
USOAK,Oakland,2024-11-18,0.766,21.4,25,medium
USSEA,Seattle,2024-11-18,0.8,31.2,38,medium
USLAX,Los Angeles,2024-11-19,0.98,40.2,42,high
USLGB,Long Beach,2024-11-19,0.98,49.7,42,high
USOAK,Oakland,2024-11-19,0.98,51.7,46,high
USSEA,Seattle,2024-11-19,0.732,21.8,27,medium
USLAX,Los Angeles,2024-11-20,0.98,39.2,42,high
USLGB,Long Beach,2024-11-20,0.98,43.8,42,high
USOAK,Oakland,2024-11-20,0.874,31.7,28,high
USSEA,Seattle,2024-11-20,0.852,33.6,27,high
USLAX,Los Angeles,2024-11-21,0.98,50.2,31,high
USLGB,Long Beach,2024-11-21,0.98,53.0,38,high
USOAK,Oakland,2024-11-21,0.775,26.2,31,medium
USSEA,Seattle,2024-11-21,0.861,37.2,34,high
USLAX,Los Angeles,2024-11-22,0.98,49.9,46,high
USLGB,Long Beach,2024-11-22,0.98,51.5,37,high
USOAK,Oakland,2024-11-22,0.955,38.4,42,high
USSEA,Seattle,2024-11-22,0.844,38.3,35,medium
USLAX,Los Angeles,2024-11-23,0.98,53.9,33,high
USLGB,Long Beach,2024-11-23,0.98,50.3,36,high
USOAK,Oakland,2024-11-23,0.98,53.0,38,high
USSEA,Seattle,2024-11-23,0.767,28.0,29,medium
USLAX,Los Angeles,2024-11-24,0.98,42.5,37,high
USLGB,Long Beach,2024-11-24,0.98,43.8,45,high
USOAK,Oakland,2024-11-24,0.795,24.7,35,medium
USSEA,Seattle,2024-11-24,0.833,38.0,38,medium
USLAX,Los Angeles,2024-11-25,0.98,42.5,45,high
USLGB,Long Beach,2024-11-25,0.952,53.6,40,high
USOAK,Oakland,2024-11-25,0.804,26.8,36,medium
USSEA,Seattle,2024-11-25,0.861,30.3,35,high
USLAX,Los Angeles,2024-11-26,0.98,56.7,38,high
USLGB,Long Beach,2024-11-26,0.98,40.3,43,high
USOAK,Oakland,2024-11-26,0.84,34.0,27,medium
USSEA,Seattle,2024-11-26,0.796,25.3,25,medium
USLAX,Los Angeles,2024-11-27,0.98,51.1,35,high
USLGB,Long Beach,2024-11-27,0.969,42.5,31,high
USOAK,Oakland,2024-11-27,0.791,25.5,27,medium
USSEA,Seattle,2024-11-27,0.752,24.1,26,medium
USLAX,Los Angeles,2024-11-28,0.98,55.3,37,high
USLGB,Long Beach,2024-11-28,0.98,55.8,32,high
USOAK,Oakland,2024-11-28,0.92,50.2,39,high
USSEA,Seattle,2024-11-28,0.821,27.1,33,medium
USLAX,Los Angeles,2024-11-29,0.98,45.6,42,high
USLGB,Long Beach,2024-11-29,0.98,47.7,41,high
USOAK,Oakland,2024-11-29,0.951,37.3,36,high
USSEA,Seattle,2024-11-29,0.938,43.8,30,high
USLAX,Los Angeles,2024-11-30,0.98,43.3,40,high
USLGB,Long Beach,2024-11-30,0.98,52.0,33,high
USOAK,Oakland,2024-11-30,0.98,52.5,36,high
USSEA,Seattle,2024-11-30,0.926,47.1,31,high
USLAX,Los Angeles,2024-12-01,0.98,42.0,40,high
USLGB,Long Beach,2024-12-01,0.874,44.1,36,high
USOAK,Oakland,2024-12-01,0.776,28.4,36,medium
USSEA,Seattle,2024-12-01,0.68,19.9,28,low
USLAX,Los Angeles,2024-12-02,0.858,41.9,28,high
USLGB,Long Beach,2024-12-02,0.906,32.9,29,high
USOAK,Oakland,2024-12-02,0.759,25.4,24,medium
USSEA,Seattle,2024-12-02,0.731,19.1,26,medium
USLAX,Los Angeles,2024-12-03,0.98,45.7,36,high
USLGB,Long Beach,2024-12-03,0.98,43.3,44,high
USOAK,Oakland,2024-12-03,0.841,35.9,34,medium
USSEA,Seattle,2024-12-03,0.653,14.9,26,low
USLAX,Los Angeles,2024-12-04,0.862,37.1,38,high
USLGB,Long Beach,2024-12-04,0.884,37.8,37,high
USOAK,Oakland,2024-12-04,0.864,29.2,31,high
USSEA,Seattle,2024-12-04,0.674,20.5,28,low
USLAX,Los Angeles,2024-12-05,0.98,49.7,42,high
USLGB,Long Beach,2024-12-05,0.958,48.9,34,high
USOAK,Oakland,2024-12-05,0.682,20.1,30,low
USSEA,Seattle,2024-12-05,0.617,10.4,22,low
USLAX,Los Angeles,2024-12-06,0.98,52.8,42,high
USLGB,Long Beach,2024-12-06,0.897,46.2,42,high
USOAK,Oakland,2024-12-06,0.873,33.8,40,high
USSEA,Seattle,2024-12-06,0.633,10.6,25,low
USLAX,Los Angeles,2024-12-07,0.951,39.5,42,high
USLGB,Long Beach,2024-12-07,0.885,45.6,37,high
USOAK,Oakland,2024-12-07,0.702,17.8,25,medium
USSEA,Seattle,2024-12-07,0.755,28.3,24,medium
USLAX,Los Angeles,2024-12-08,0.871,38.8,40,high
USLGB,Long Beach,2024-12-08,0.842,32.6,37,medium
USOAK,Oakland,2024-12-08,0.854,40.9,38,high
USSEA,Seattle,2024-12-08,0.812,29.7,38,medium
USLAX,Los Angeles,2024-12-09,0.904,36.0,42,high
USLGB,Long Beach,2024-12-09,0.882,35.8,30,high
USOAK,Oakland,2024-12-09,0.743,24.6,28,medium
USSEA,Seattle,2024-12-09,0.775,28.6,25,medium
USLAX,Los Angeles,2024-12-10,0.977,42.8,42,high
USLGB,Long Beach,2024-12-10,0.787,32.0,36,medium
USOAK,Oakland,2024-12-10,0.725,22.8,32,medium
USSEA,Seattle,2024-12-10,0.68,18.2,30,low
USLAX,Los Angeles,2024-12-11,0.928,36.1,43,high
USLGB,Long Beach,2024-12-11,0.946,49.3,38,high
USOAK,Oakland,2024-12-11,0.665,14.3,25,low
USSEA,Seattle,2024-12-11,0.674,15.0,30,low
USLAX,Los Angeles,2024-12-12,0.924,50.4,35,high
USLGB,Long Beach,2024-12-12,0.98,57.0,37,high
USOAK,Oakland,2024-12-12,0.85,34.8,38,high
USSEA,Seattle,2024-12-12,0.812,31.8,34,medium
USLAX,Los Angeles,2024-12-13,0.959,44.0,41,high
USLGB,Long Beach,2024-12-13,0.785,31.0,37,medium
USOAK,Oakland,2024-12-13,0.702,18.2,23,medium
USSEA,Seattle,2024-12-13,0.711,24.5,23,medium
USLAX,Los Angeles,2024-12-14,0.98,55.0,36,high
USLGB,Long Beach,2024-12-14,0.98,41.3,33,high
USOAK,Oakland,2024-12-14,0.777,25.1,33,medium
USSEA,Seattle,2024-12-14,0.681,19.6,28,low
USLAX,Los Angeles,2024-12-15,0.963,38.8,31,high
USLGB,Long Beach,2024-12-15,0.803,29.4,33,medium
USOAK,Oakland,2024-12-15,0.861,35.9,29,high
USSEA,Seattle,2024-12-15,0.74,22.6,30,medium
USLAX,Los Angeles,2024-12-16,0.842,39.0,29,medium
USLGB,Long Beach,2024-12-16,0.971,44.3,34,high
USOAK,Oakland,2024-12-16,0.828,39.0,32,medium
USSEA,Seattle,2024-12-16,0.609,9.9,25,low
USLAX,Los Angeles,2024-12-17,0.887,38.3,33,high
USLGB,Long Beach,2024-12-17,0.818,37.0,30,medium
USOAK,Oakland,2024-12-17,0.889,40.9,33,high
USSEA,Seattle,2024-12-17,0.677,15.0,26,low
USLAX,Los Angeles,2024-12-18,0.89,40.7,34,high
USLGB,Long Beach,2024-12-18,0.851,30.4,27,high
USOAK,Oakland,2024-12-18,0.847,32.4,39,medium
USSEA,Seattle,2024-12-18,0.673,19.7,32,low
USLAX,Los Angeles,2024-12-19,0.98,56.0,36,high
USLGB,Long Beach,2024-12-19,0.98,54.3,40,high
